Question,Level,Solution
"1. Comment allez-vous? (How are you?)
2. Comment vous appelez? (What is your name?)
3. Où est la gare? (Where is the train station?)
4. Quelle est votre nationalité? (What is your nationality?)
5. Quel est votre âge? (What is your age?)
6. Comment conjuguez-vous ""avoir"" au présent? (How do you conjugate ""avoir""",French,
"1. Comment allez-vous? (How are you?)
2. Comment vous appelez? (What is your name?)
3. Où est la gare? (Where is the train station?)
4. Quelle est votre nationalité? (What is your nationality?)
5. Quel est votre âge? (What is your age?)
6. Comment conjuguez-vous ""avoir"" au présent? (How do you conjugate ""avoir""",French,
"1. Comment allez-vous? (How are you?)
2. Comment vous appelez? (What is your name?)
3. Où est la gare? (Where is the train station?)
4. Quelle est votre nationalité? (What is your nationality?)
5. Quel est votre âge? (What is your age?)
6. Comment conjuguez-vous ""avoir"" au présent? (How do you conjugate ""avoir""",French,
"1. Comment conjugues-tu le verbe ""aller"" au passé composé ?
2. Qu'est-ce que la différence entre ""avoir"" et ""être"" ?
3. Comment utilises-tu les articles ""le"", ""la"", ""l'""?
4. Comment exprimer ""Je ne comprends pas"" en français ?
5. Comment utiliser les temps passés en français ?
6. Comment exprimer ""Je te souha",French,
"1. Comment conjugues-tu le verbe ""aller"" au passé composé ?
2. Qu'est-ce que la différence entre ""avoir"" et ""être"" ?
3. Comment utilises-tu les articles ""le"", ""la"", ""l'""?
4. Comment exprimer ""Je ne comprends pas"" en français ?
5. Comment utiliser les temps passés en français ?
6. Comment exprimer ""Je te souha",French,
"1. Comment conjugues-tu le verbe ""aller"" au passé composé ?
2. Qu'est-ce que la différence entre ""avoir"" et ""être"" ?
3. Comment utilises-tu les articles ""le"", ""la"", ""l'""?
4. Comment exprimer ""Je ne comprends pas"" en français ?
5. Comment utiliser les temps passés en français ?
6. Comment exprimer ""Je te souha",French,
"1. Comment conjugues-tu le verbe ""aller"" au passé composé ?
2. Qu'est-ce que la différence entre ""avoir"" et ""être"" ?
3. Comment utilises-tu les articles ""le"", ""la"", ""l'""?
4. Comment exprimer ""Je ne comprends pas"" en français ?
5. Comment utiliser les temps passés en français ?
6. Comment exprimer ""Je te souha",French,
"1. Comment conjugues-tu le verbe ""aller"" au passé composé ?
2. Qu'est-ce que la différence entre ""avoir"" et ""être"" ?
3. Comment utilises-tu les articles ""le"", ""la"", ""l'""?
4. Comment exprimer ""Je ne comprends pas"" en français ?
5. Comment utiliser les temps passés en français ?
6. Comment exprimer ""Je te souha",French,
"1. Comment conjugues-tu le verbe ""aller"" au passé composé ?
2. Qu'est-ce que la différence entre ""avoir"" et ""être"" ?
3. Comment utilises-tu les articles ""le"", ""la"", ""l'""?
4. Comment exprimer ""Je ne comprends pas"" en français ?
5. Comment utiliser les temps passés en français ?
6. Comment exprimer ""Je te souha",French,
"1. Comment conjugues-tu le verbe ""aller"" au passé composé ?
2. Qu'est-ce que la différence entre ""avoir"" et ""être"" ?
3. Comment utilises-tu les articles ""le"", ""la"", ""l'""?
4. Comment exprimer ""Je ne comprends pas"" en français ?
5. Comment utiliser les temps passés en français ?
6. Comment exprimer ""Je te souha",French,
"1. Comment conjugues-tu le verbe ""aller"" au passé composé ?
2. Qu'est-ce que la différence entre ""avoir"" et ""être"" ?
3. Comment utilises-tu les articles ""le"", ""la"", ""l'""?
4. Comment exprimer ""Je ne comprends pas"" en français ?
5. Comment utiliser les temps passés en français ?
6. Comment exprimer ""Je te souha",French,
"1. Comment conjugues-tu le verbe ""aller"" au passé composé ?
2. Qu'est-ce que la différence entre ""avoir"" et ""être"" ?
3. Comment utilises-tu les articles ""le"", ""la"", ""l'""?
4. Comment exprimer ""Je ne comprends pas"" en français ?
5. Comment utiliser les temps passés en français ?
6. Comment exprimer ""Je te souha",French,
"1. Comment conjugues-tu le verbe ""aller"" au passé composé ?
2. Qu'est-ce que la différence entre ""avoir"" et ""être"" ?
3. Comment utilises-tu les articles ""le"", ""la"", ""l'""?
4. Comment exprimer ""Je ne comprends pas"" en français ?
5. Comment utiliser les temps passés en français ?
6. Comment exprimer ""Je te souha",French,
"1. Comment utiliser les subjonctifs dans une phrase complexe en français ?
2. Qu'est-ce que la différence entre le passé composé et le passé simple en français ?
3. Comment exprimer des idées complexes et sophistiquées en français ?
4. Comment utiliser les temps passés en français ?
5. Comment utiliser les pronoms personnels en français ?
6. Comment utiliser les verbes",French,
"1. Comment utiliser les subjonctifs dans une phrase complexe en français ?
2. Qu'est-ce que la différence entre le passé composé et le passé simple en français ?
3. Comment exprimer des idées complexes et sophistiquées en français ?
4. Comment utiliser les temps passés en français ?
5. Comment utiliser les pronoms personnels en français ?
6. Comment utiliser les verbes",French,
"1. Comment utiliser les subjonctifs dans une phrase complexe en français ?
2. Qu'est-ce que la différence entre le passé composé et le passé simple en français ?
3. Comment exprimer des idées complexes et sophistiquées en français ?
4. Comment utiliser les temps passés en français ?
5. Comment utiliser les pronoms personnels en français ?
6. Comment utiliser les verbes",French,
"1. Comment utiliser les subjonctifs dans une phrase complexe en français ?
2. Qu'est-ce que la différence entre le passé composé et le passé simple en français ?
3. Comment exprimer des idées complexes et sophistiquées en français ?
4. Comment utiliser les temps passés en français ?
5. Comment utiliser les pronoms personnels en français ?
6. Comment utiliser les verbes",French,
"1. Comment utiliser les subjonctifs dans une phrase complexe en français ?
2. Qu'est-ce que la différence entre le passé composé et le passé simple en français ?
3. Comment exprimer des idées complexes et sophistiquées en français ?
4. Comment utiliser les temps passés en français ?
5. Comment utiliser les pronoms personnels en français ?
6. Comment utiliser les verbes",French,
"1. Comment utiliser les subjonctifs dans une phrase complexe en français ?
2. Qu'est-ce que la différence entre le passé composé et le passé simple en français ?
3. Comment exprimer des idées complexes et sophistiquées en français ?
4. Comment utiliser les temps passés en français ?
5. Comment utiliser les pronoms personnels en français ?
6. Comment utiliser les verbes",French,
"1. Comment utiliser les subjonctifs dans une phrase complexe en français ?
2. Qu'est-ce que la différence entre le passé composé et le passé simple en français ?
3. Comment exprimer des idées complexes et sophistiquées en français ?
4. Comment utiliser les temps passés en français ?
5. Comment utiliser les pronoms personnels en français ?
6. Comment utiliser les verbes",French,
"1. Comment utiliser les subjonctifs dans une phrase complexe en français ?
2. Qu'est-ce que la différence entre le passé composé et le passé simple en français ?
3. Comment exprimer des idées complexes et sophistiquées en français ?
4. Comment utiliser les temps passés en français ?
5. Comment utiliser les pronoms personnels en français ?
6. Comment utiliser les verbes",French,
"1. Comment utiliser les subjonctifs dans une phrase complexe en français ?
2. Qu'est-ce que la différence entre le passé composé et le passé simple en français ?
3. Comment exprimer des idées complexes et sophistiquées en français ?
4. Comment utiliser les temps passés en français ?
5. Comment utiliser les pronoms personnels en français ?
6. Comment utiliser les verbes",French,
"1. Comment utiliser les subjonctifs dans une phrase complexe en français ?
2. Qu'est-ce que la différence entre le passé composé et le passé simple en français ?
3. Comment exprimer des idées complexes et sophistiquées en français ?
4. Comment utiliser les temps passés en français ?
5. Comment utiliser les pronoms personnels en français ?
6. Comment utiliser les verbes",French,
"1. Comment te nommes-tu? (What is your name?)
2. Comment te sentez-tu aujourd'hui? (How do you feel today?)
3. Quel est ton pays d'origine? (What is your country of origin?)
4. Quel est ton niveau de français? (What is your level of French?)
5. Quel est la différence entre un verbe et un nom? (What is the difference between a",French,
"1. Comment te nommes-tu? (What is your name?)
2. Comment te sentez-tu aujourd'hui? (How do you feel today?)
3. Quel est ton pays d'origine? (What is your country of origin?)
4. Quel est ton niveau de français? (What is your level of French?)
5. Quel est la différence entre un verbe et un nom? (What is the difference between a",French,
"1. Comment te nommes-tu? (What is your name?)
2. Comment te sentez-tu aujourd'hui? (How do you feel today?)
3. Quel est ton pays d'origine? (What is your country of origin?)
4. Quel est ton niveau de français? (What is your level of French?)
5. Quel est la différence entre un verbe et un nom? (What is the difference between a",French,
"1. Comment te nommes-tu? (What is your name?)
2. Comment te sentez-tu aujourd'hui? (How do you feel today?)
3. Quel est ton pays d'origine? (What is your country of origin?)
4. Quel est ton niveau de français? (What is your level of French?)
5. Quel est la différence entre un verbe et un nom? (What is the difference between a",French,
"1. Comment te nommes-tu? (What is your name?)
2. Comment te sentez-tu aujourd'hui? (How do you feel today?)
3. Quel est ton pays d'origine? (What is your country of origin?)
4. Quel est ton niveau de français? (What is your level of French?)
5. Quel est la différence entre un verbe et un nom? (What is the difference between a",French,
"1. Comment te nommes-tu? (What is your name?)
2. Comment te sentez-tu aujourd'hui? (How do you feel today?)
3. Quel est ton pays d'origine? (What is your country of origin?)
4. Quel est ton niveau de français? (What is your level of French?)
5. Quel est la différence entre un verbe et un nom? (What is the difference between a",French,
"1. Comment te nommes-tu? (What is your name?)
2. Comment te sentez-tu aujourd'hui? (How do you feel today?)
3. Quel est ton pays d'origine? (What is your country of origin?)
4. Quel est ton niveau de français? (What is your level of French?)
5. Quel est la différence entre un verbe et un nom? (What is the difference between a",French,
"1. Comment te nommes-tu? (What is your name?)
2. Comment te sentez-tu aujourd'hui? (How do you feel today?)
3. Quel est ton pays d'origine? (What is your country of origin?)
4. Quel est ton niveau de français? (What is your level of French?)
5. Quel est la différence entre un verbe et un nom? (What is the difference between a",French,
"1. Comment te nommes-tu? (What is your name?)
2. Comment te sentez-tu aujourd'hui? (How do you feel today?)
3. Quel est ton pays d'origine? (What is your country of origin?)
4. Quel est ton niveau de français? (What is your level of French?)
5. Quel est la différence entre un verbe et un nom? (What is the difference between a",French,
"1. Comment te nommes-tu? (What is your name?)
2. Comment te sentez-tu aujourd'hui? (How do you feel today?)
3. Quel est ton pays d'origine? (What is your country of origin?)
4. Quel est ton niveau de français? (What is your level of French?)
5. Quel est la différence entre un verbe et un nom? (What is the difference between a",French,
"1. Comment te sens-tu aujourd'hui ?
2. Qu'as-tu fait hier ?
3. Comment s'écrit ""bonjour"" en français ?
4. Qu'est-ce que tu aimerais faire plus tard ?
5. Comment se prononce ""r"" en français ?
6. Qu'est-ce qui t'intéresse en français ?
7. Comment s'écrit ""merci"" en français ?",French,
"1. Comment te sens-tu aujourd'hui ?
2. Qu'as-tu fait hier ?
3. Comment s'écrit ""bonjour"" en français ?
4. Qu'est-ce que tu aimerais faire plus tard ?
5. Comment se prononce ""r"" en français ?
6. Qu'est-ce qui t'intéresse en français ?
7. Comment s'écrit ""merci"" en français ?",French,
"1. Comment te sens-tu aujourd'hui ?
2. Qu'as-tu fait hier ?
3. Comment s'écrit ""bonjour"" en français ?
4. Qu'est-ce que tu aimerais faire plus tard ?
5. Comment se prononce ""r"" en français ?
6. Qu'est-ce qui t'intéresse en français ?
7. Comment s'écrit ""merci"" en français ?",French,
"1. Comment te sens-tu aujourd'hui ?
2. Qu'as-tu fait hier ?
3. Comment s'écrit ""bonjour"" en français ?
4. Qu'est-ce que tu aimerais faire plus tard ?
5. Comment se prononce ""r"" en français ?
6. Qu'est-ce qui t'intéresse en français ?
7. Comment s'écrit ""merci"" en français ?",French,
"1. Comment te sens-tu aujourd'hui ?
2. Qu'as-tu fait hier ?
3. Comment s'écrit ""bonjour"" en français ?
4. Qu'est-ce que tu aimerais faire plus tard ?
5. Comment se prononce ""r"" en français ?
6. Qu'est-ce qui t'intéresse en français ?
7. Comment s'écrit ""merci"" en français ?",French,
"1. Comment te sens-tu aujourd'hui ?
2. Qu'as-tu fait hier ?
3. Comment s'écrit ""bonjour"" en français ?
4. Qu'est-ce que tu aimerais faire plus tard ?
5. Comment se prononce ""r"" en français ?
6. Qu'est-ce qui t'intéresse en français ?
7. Comment s'écrit ""merci"" en français ?",French,
"1. Comment te sens-tu aujourd'hui ?
2. Qu'as-tu fait hier ?
3. Comment s'écrit ""bonjour"" en français ?
4. Qu'est-ce que tu aimerais faire plus tard ?
5. Comment se prononce ""r"" en français ?
6. Qu'est-ce qui t'intéresse en français ?
7. Comment s'écrit ""merci"" en français ?",French,
"1. Comment te sens-tu aujourd'hui ?
2. Qu'as-tu fait hier ?
3. Comment s'écrit ""bonjour"" en français ?
4. Qu'est-ce que tu aimerais faire plus tard ?
5. Comment se prononce ""r"" en français ?
6. Qu'est-ce qui t'intéresse en français ?
7. Comment s'écrit ""merci"" en français ?",French,
"1. Comment te sens-tu aujourd'hui ?
2. Qu'as-tu fait hier ?
3. Comment s'écrit ""bonjour"" en français ?
4. Qu'est-ce que tu aimerais faire plus tard ?
5. Comment se prononce ""r"" en français ?
6. Qu'est-ce qui t'intéresse en français ?
7. Comment s'écrit ""merci"" en français ?",French,
"1. Comment te sens-tu aujourd'hui ?
2. Qu'as-tu fait hier ?
3. Comment s'écrit ""bonjour"" en français ?
4. Qu'est-ce que tu aimerais faire plus tard ?
5. Comment se prononce ""r"" en français ?
6. Qu'est-ce qui t'intéresse en français ?
7. Comment s'écrit ""merci"" en français ?",French,
"1. Comment utiliser les subjonctifs dans la langue française ?
2. Quelles sont les différences entre le passé composé et le passé simple en français ?
3. Comment exprimer des idées complexes et sophistiquées en français ?
4. Comment utiliser les temps passés en français ?
5. Comment améliorer la maîtrise de la syntaxe française avancée ?
6. Comment utiliser les pron",French,
"1. Comment utiliser les subjonctifs dans la langue française ?
2. Quelles sont les différences entre le passé composé et le passé simple en français ?
3. Comment exprimer des idées complexes et sophistiquées en français ?
4. Comment utiliser les temps passés en français ?
5. Comment améliorer la maîtrise de la syntaxe française avancée ?
6. Comment utiliser les pron",French,
"1. Comment utiliser les subjonctifs dans la langue française ?
2. Quelles sont les différences entre le passé composé et le passé simple en français ?
3. Comment exprimer des idées complexes et sophistiquées en français ?
4. Comment utiliser les temps passés en français ?
5. Comment améliorer la maîtrise de la syntaxe française avancée ?
6. Comment utiliser les pron",French,
"1. Comment utiliser les subjonctifs dans la langue française ?
2. Quelles sont les différences entre le passé composé et le passé simple en français ?
3. Comment exprimer des idées complexes et sophistiquées en français ?
4. Comment utiliser les temps passés en français ?
5. Comment améliorer la maîtrise de la syntaxe française avancée ?
6. Comment utiliser les pron",French,
"1. Comment utiliser les subjonctifs dans la langue française ?
2. Quelles sont les différences entre le passé composé et le passé simple en français ?
3. Comment exprimer des idées complexes et sophistiquées en français ?
4. Comment utiliser les temps passés en français ?
5. Comment améliorer la maîtrise de la syntaxe française avancée ?
6. Comment utiliser les pron",French,
"1. Comment utiliser les subjonctifs dans la langue française ?
2. Quelles sont les différences entre le passé composé et le passé simple en français ?
3. Comment exprimer des idées complexes et sophistiquées en français ?
4. Comment utiliser les temps passés en français ?
5. Comment améliorer la maîtrise de la syntaxe française avancée ?
6. Comment utiliser les pron",French,
"1. Comment utiliser les subjonctifs dans la langue française ?
2. Quelles sont les différences entre le passé composé et le passé simple en français ?
3. Comment exprimer des idées complexes et sophistiquées en français ?
4. Comment utiliser les temps passés en français ?
5. Comment améliorer la maîtrise de la syntaxe française avancée ?
6. Comment utiliser les pron",French,
"1. Comment utiliser les subjonctifs dans la langue française ?
2. Quelles sont les différences entre le passé composé et le passé simple en français ?
3. Comment exprimer des idées complexes et sophistiquées en français ?
4. Comment utiliser les temps passés en français ?
5. Comment améliorer la maîtrise de la syntaxe française avancée ?
6. Comment utiliser les pron",French,
"1. Comment utiliser les subjonctifs dans la langue française ?
2. Quelles sont les différences entre le passé composé et le passé simple en français ?
3. Comment exprimer des idées complexes et sophistiquées en français ?
4. Comment utiliser les temps passés en français ?
5. Comment améliorer la maîtrise de la syntaxe française avancée ?
6. Comment utiliser les pron",French,
"1. Comment utiliser les subjonctifs dans la langue française ?
2. Quelles sont les différences entre le passé composé et le passé simple en français ?
3. Comment exprimer des idées complexes et sophistiquées en français ?
4. Comment utiliser les temps passés en français ?
5. Comment améliorer la maîtrise de la syntaxe française avancée ?
6. Comment utiliser les pron",French,
